           1   99.000000000000000     
           2   65.666699999999992     
           3   43.444541666591661     
           4   28.629863193656163     
           5   18.753621810618188     
           6   12.169935457645673     
           7   7.7818787862030625     
           8   4.8589080476114832     
           9   2.9156492831183076     
          10   1.6321734377751662     
          11  0.80289388529875616     
          12  0.30447990599494634     
          13   6.5539523202045036E-002
          14   3.9485733107842425E-003
          15   1.5509550264747318E-005
          16   2.4054114255989134E-010
          17   0.0000000000000000     
